Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,,,Anatomy,Upper Limb,Loss of supination and flexion of the arm along with sensation loss from the lateral forearm after injury suggests involvement of which nerve?,Musculocutaneous nerve,Ulnar nerve,Radial nerve,Axillary nerve,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The Musculocutaneous nerve innervates the Biceps Brachii (flexion and supination) and Brachialis (flexion). It terminates as the Lateral Cutaneous Nerve of the forearm, providing sensation to the lateral forearm.
 
 <b>Option B:</b> Ulnar nerve injury affects the intrinsic muscles of the hand and sensation on the medial side.
 
 <b>Option C:</b> Radial nerve injury causes wrist drop (loss of extension).
 
 <b>Option D:</b> Axillary nerve injury affects shoulder abduction (Deltoid)."
,,,,Anatomy,Upper Limb,Median nerve injury at the wrist would affect which of the following muscles?,Abductor pollicis,First lumbrical,Abductor digiti minimi,Extensor carpi ulnaris,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 The Median Nerve at the wrist supplies the **LOAF** muscles of the hand:
 **L** - **1st** and 2nd Lumbricals.
 **O** - Opponens Pollicis.
 **A** - Abductor Pollicis Brevis.
 **F** - Flexor Pollicis Brevis (superficial head).
 
 <b>Option A:</b> ""Abductor Pollicis"" is ambiguous. Abductor Pollicis *Brevis* is Median, but Abductor Pollicis *Longus* is Radial. Given ""First Lumbrical"" is an unambiguous Median target, it is the best answer.
 
 <b>Option C:</b> Ulnar nerve.
 
 <b>Option D:</b> Radial nerve."
,,,,Anatomy,Upper Limb,Nerves involved in fracture of Humerus:,"Radial, Ulnar, Median","Axillary, Ulnar, Median","Axillary, Radial, Ulnar","Axillary, Radial, Musulocutaneous",None of them,C,
,,,,Anatomy,Upper Limb,Patient after RTA has wrist drop. Most likely injury?,Fracture of shaft of humerus,Fracture of distal humerus,Fracture of lateral epicondyle,Fracture of supracondylar region,None of them,A,Radial nerve injury occurs with mid-shaft humerus fracture -> wrist drop + sensory loss over dorsal hand.
,,,,Anatomy,Upper Limb,Patient presented after RTA. has scaphoid fracture and presented with bleeding. Which vessel has damaged most likely.,Radial Artery,Ulnar Artery,Median Artery,Axillary Artery,None of them,A,Radial artery is present in anatomical snuff box and most commonly damaged vessel in RTA after scaphoid fracture.
,,,,Anatomy,Upper Limb,"Patient presented with nerve injury having loss of abduction of the arm in 15-degree, nerve passing through quadrangular space. Which of the following nerve involved?",Musculoskeletal,Axillary,Ulnar,Median,Radial,B,"The Axillary nerve passes through the quadrangular space and innervates the Deltoid, which is the prime muscle for abduction beyond the first 15 degrees."
,,,,Anatomy,Upper Limb,"RTA patient with right humerus fracture, paresthesia over portion of upper arm, flattening of the muscle and anterior dislocation of the shoulder, nerve involved",Musculocutaneous,Axillary,Median,Ulnar,Radial,B,The Axillary nerve is commonly injured in shoulder dislocation or proximal humeral fractures; its damage causes sensory loss over the lateral shoulder and paralysis/atrophy of the Deltoid (muscle flattening).
,,,,Anatomy,Upper Limb,The posterior aspect of the forearm is primarily innervated by which of the following nerves?,Median nerve,Ulnar nerve,Radial nerve,Musculocutaneous nerve,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 The **Radial Nerve** supplies the skin of the posterior forearm (via the Posterior Cutaneous Nerve of the Forearm) and the extensor muscles in the posterior compartment. 
 
 [Image of Radial nerve cutaneous distribution]
 
 
 <b>Option A:</b> Median nerve supplies the anterior forearm and lateral palm.
 
 <b>Option B:</b> Ulnar nerve supplies the medial forearm and hand.
 
 <b>Option D:</b> Musculocutaneous nerve supplies the lateral forearm."
,,,,Anatomy,Upper Limb,"The quadrangular space (bounded by the teres minor, teres major, surgical neck of the humerus, and long head of the triceps) transmits which major structure?",Radial nerve,Ulnar nerve,Axillary nerve,Musculocutaneous nerve,None of them,C,"The Axillary nerve and the posterior circumflex humeral artery both pass through the quadrangular space, making the nerve vulnerable to injury in this region."
,,,,Anatomy,Upper Limb,The teres major muscle functions primarily to:,Abduct the arm,Medially rotate and adduct the arm,Laterally rotate the arm,Flex the shoulder,Extend the elbow,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Teres Major</b> is a synergist of the Latissimus Dorsi. Its primary actions are <b>Adduction</b> and <b>Medial Rotation</b> of the humerus."
,,,,Anatomy,Upper Limb,"Weakness in first 3½ fingers, but thenar eminence preserved. Which structure is compressed between these muscles?",Flexor digitorum superficialis & flexor digitorum profundus,Abductor & opponens,Flexor digitorum & extensor digitorum,Flexor carpi & extensor profundus,None of them,A,Median nerve compression in the carpal tunnel causes sensory loss in lateral 3½ fingers but spares the thenar muscle bulk if palmar cutaneous branch is intact. It lies between FDS & FDP in the forearm.
,,,,Anatomy,Upper Limb,Which of the following nerve injury causes wrist drop?,Radial nerve,Ulnar nerve,Median nerve,Musculocutaneous nerve,None of them,A,
,,,,Anatomy,Upper Limb,Which of the following structures provides the greatest dynamic stability to the glenohumeral joint?,Glenoid fossa,Glenoid labrum,Rotator cuff muscles,Joint capsule,Coracoacromial ligament,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>Stability of the shoulder is divided into Static and Dynamic. The <b>Rotator Cuff Muscles</b> (SITS: Supraspinatus, Infraspinatus, Teres minor, Subscapularis) provide <b>Dynamic Stability</b> by actively compressing the humeral head into the glenoid during movement.<br><br><b>Option B & D:</b> The Labrum and Capsule are <i>Static</i> stabilizers."
,,,,Anatomy,Upper Limb,Which peripheral nerve provides the motor innervation to the Biceps Brachii muscle?,Axillary nerve,Musculocutaneous nerve,Ulnar nerve,Radial nerve,None of them,B,"The musculocutaneous nerve innervates the major flexors of the arm (Biceps Brachii, Brachialis, and Coracobrachialis)."
,,,,Anatomy,Upper Limb,Young female child fell on her outstretched hand- She was looked after by her mother she noticed tenderness around the ‘anatomical snuff box area- Which of the following bone is most likely fractured in this patient,Lunate,Hamate,Scaphoid,Pisiform,Trapezium,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>Tenderness in the <b>Anatomical Snuff Box</b> is the hallmark sign of a <b>Scaphoid Fracture</b>."
,,,,Anatomy,Upper Limb,Weakness of the intrinsic hand muscles accompanied by vascular compromise suggests injury at which anatomical level?,Thoracic vertebrae,Cervical vertebrae,Axilla,Knee,,C,SK-22
,,,,Anatomy,Upper Limb,An ape-hand deformity results from a lesion of which peripheral nerve?,Femoral nerve,Median nerve,Radial nerve,Ulnar nerve,,B,SK-22
,,,,Anatomy,Upper Limb,"After prior breast surgery, a patient cannot abduct the arm above the head. Which muscle is most likely injured?",Serratus anterior,Trapezius,Gastrocnemius,Pectoralis minor,,A,SK-22
,,,,Anatomy,Upper Limb,Loss of elbow flexion indicates injury to which nerve?,Musculocutaneous nerve,Radial nerve,Ulnar nerve,Accessory nerve,,A,SK-22
,,,,Anatomy,Upper Limb,The lymph from the first dorsal web space of the hand drains primarily to which group of lymph nodes?,Infraclavicular,Popliteal,Supraclavicular,Epitrochlear,,A,SK-22
,,,,Anatomy,Upper Limb,The patient has weakness with elbow flexion and impaired forearm supination. Which nerve is most likely injured?,Musculocutaneous nerve,Radial nerve,Median nerve,Femoral nerve,,A,SK-22
,,,,Anatomy,Upper Limb,"After posterior shoulder trauma, a man cannot laterally rotate his shoulder. Which muscle is most likely injured?",Infraspinatus,Gastrocnemius,Subscapularis,Supraspinatus,,A,SK-22
,,,,Anatomy,Upper Limb,Which lymph nodes lie along the anterior axillary fold?,Anterior axillary lymph,Popliteal,Apical,Central,,A,SK-22
,,,,Anatomy,Upper Limb,A man has numbness along the medial forearm and hand and shows signs of reduced arterial flow to the forearm. What is the most likely cause?,Cervical rib,Pancoast tumor,First thoracic rib,Lumbar disc herniation,,A,SK-22
,,,,Anatomy,Upper Limb,The patient has difficulty elevating the arm; the medial border of the scapula protrudes when they push against a wall. What is the diagnosis and which nerve is most likely injured?,Rotator cuff tear – suprascapular nerve,Erb palsy – upper trunk of brachial plexus,Winged scapula – long thoracic nerve,Foot drop – obturator nerve,,C,SK-22
,,,,Anatomy,Upper Limb,A man lifting a heavy weight suddenly experiences pain and swelling in his proximal forearm. Which muscle that inserts on the radial tuberosity is most likely injured?,Biceps brachii,Supinator,Brachioradialis,Flexor carpi ulnaris,,A,SK-22
,,,,Anatomy,Upper Limb,"After a shoulder injury, the patient cannot abduct the arm beyond 15 degrees and has numbness over the lateral shoulder (the ""regimental badge"" area). Which nerve is injured?",Axillary nerve,Median nerve,Suprascapular nerve,Musculocutaneous nerve,,A,SK-22
,,,,Anatomy,Upper Limb,A patient with a mid-shaft humeral fracture has numbness in a small area on the posterior forearm. Which nerve is most likely injured?,Plantar surface of foot,Small strip on posterior forearm,Medial arm,Palmar aspect of thumb,,B,SK-22
,,,,Anatomy,Upper Limb,"The patient cannot actively abduct the arm beyond 15 degrees, but passive abduction past 15 degrees is possible. Which muscle is damaged?",Pectoralis minor,Supraspinatus,Serratus anterior,Deltoid,,D,SK-22
,,,,Anatomy,Upper Limb,"A 30-year-old man falls and lands on his shoulder, producing arm adduction, internal rotation, and forearm pronation (a ""waiter's tip"" posture). Which part of the brachial plexus is most likely injured?",Lower trunk (C8–T1),Accessory nerve (CN XI),Posterular cord,Upper trunk (C5–C6),,D,SK-22
,,,,Anatomy,Upper Limb,Which muscle remains functional after a deep branch radial nerve injury and thus prevents a complete wrist drop?,Extensor digitorum,Brachioradialis,Extensor pollicis longus,Extensor carpi radialis longus,,D,SK-22
,,,,Anatomy,Upper Limb,A fracture through the anatomical snuffbox causing bleeding most likely injures which artery?,Femoral artery,Superficial palmar arch,Ulnar artery,Radial artery,,D,SK-22
,,,,Anatomy,Upper Limb,Injury to which nerve produces winging of the scapula?,Median nerve,Long thoracic nerve,Dorsal scapular nerve,Spinal accessory nerve,,B,SK-22
,,,,Anatomy,Upper Limb,A patient with an axillary injury has loss of flexion of the index finger and reduced sensation over the lateral palm. Which nerve is affected?,Accessory nerve,Ulnar nerve,Radial nerve,Median nerve,,D,SK-22
,,,,Breast,Anatomy,A female presents with mass in upper outer quadrant of breast which of the following draining axillary lymph nodes of this area of breast,Apical,Central,Anterior,Posterior,Lateral,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>The <b>Anterior (Pectoral) Group</b> of axillary lymph nodes receives the majority of lymph from the <b>Upper Outer Quadrant</b> of the breast."
,,,,Breast,Anatomy,Which lymph node group drains the lateral portion of the breast?,Central lymph nodes,Apical lymph nodes,Inguinal lymph nodes,Lateral lymph nodes,,A,SK-22
,,,,Breast,Pathology,"A 19-year-old woman presents with a painless, mobile, firm breast lump that changes size with her menstrual cycle. Ultrasound shows a well-circumscribed, smooth mass. What is the most likely diagnosis?",Fibroadenoma,Phyllodes tumor,Ductal carcinoma,Intraductal papilloma,Fat necrosis,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Fibroadenoma</b> is the most common benign breast tumor in young women (<30 years). It is classically described as a firm, mobile <b>""Breast Mouse""</b> that is hormone-sensitive (changes with cycle)."
,,,,Breast,Pathology,"A 48-year-old woman presents with a painless, firm mass in the breast. Histology shows foci of necrotic adipocytes with calcium deposits. What type of necrosis is this?",Coagulative necrosis,Liquefactive necrosis,Fat necrosis,Caseous necrosis,None of them,C,"Fat necrosis occurs in adipose tissue (breast, pancreas) due to trauma or enzymatic injury. Histology: necrotic fat cells with saponification (calcium deposition)."
,,,,Breast,Pathology,A female patient known case of invasive ductal carcinoma with lymph node involved why it is called invasive,Skin involvement,Pleomorphism,Invasion of basement membrane,Lymph node invasion,None of them,A,
,,,,Breast,Pathology,A female with breast mass of 5 x6 cm rubbery mass large sheets of cells and calcium spicules likely diagnose is,Phylloid tumor,Fibroadenoma,Ductal carcinoma,Lobular carcinoma,None of them,B,
,,,,Breast,Pathology,Paget's disease of nipple associated with which of the following?,Simple eczema,Invasive Ductal carcinoma,Lobular carcinoma,Unopposed estrogen,None of them,B,
,,,,Breast,Pathology,Peau'd orange appearance of breast occurs in malignancy of breast due to distortion of:,Lobules of Breast,Suspensory Ligaments of Breast,Lymphatics of Breast,Longitudinal Ligament of Breast,None of them,B,
,,,,ENT,Medicine,"A 45-year-old patient presents with nasal obstruction, epistaxis, and difficulty opening the mouth (trismus). Imaging shows a mass in the nasopharynx extending into the infratemporal fossa. What is the most likely diagnosis?",Nasopharyngeal carcinoma,Juvenile nasopharyngeal angiofibroma,Inverted papilloma,Nasal polyp,Sinonasal carcinoma,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Nasopharyngeal Carcinoma (NPC)</b> typically arises in the Fossa of Rosenmuller. It invades laterally into the parapharyngeal space and can involve the <b>Pterygoid Muscles</b>, causing <b>Trismus</b> (difficulty opening mouth).<br><br><b>Option B:</b> Angiofibroma causes epistaxis in adolescent males but trismus is less common than in invasive carcinoma."
,,,,ENT,Medicine,An aircraft engineer presented in ent department with progressive decrease in hearing. His audiogram shows,Decrease hearing of high frequency sounds.,Decrease hearing of low frequency sounds.,A dip at 2000 hz,Difference of sounds at 40 db.,None of them,A,
,,,,ENT,Medicine,"Patient with pre auriclar swelling, All examination & labs normal, only associated with otohborea & occasional Lymphadenopathy, diagnosis by?",Trucut biopsy,Needle biopsy,Excisional biopsy,Incisional biopsy,None of them,A,
,,,,ENT,Medicine,Rapidly growing Infraauricular swelling which is Enlarged & Painful along with Cervical Lymphadenopathy. What is the most appropriate investigation to diagnose?,Cone biopsy,FNAC,Surgical Biopsy,MRI,None of them,B,
,,,,ENT,Surgery,"A 02 years old child presented with a midline swelling just below the hyoid bone. The swelling was noticed at 03 months of age and is slowly increasing in size, with movements on protrusion of tongue, the condition most likely is:",Accessory thymic tissue,Bronchial cyst,Craniopharyngioma,Ectopic thyroid gland,Thyroglossal duct cyst,E,"<span style=""color: #2e7d32""><b>Option E Correct</b></span><br>A midline neck swelling that moves with <b>Tongue Protrusion</b> is the pathognomonic sign of a <b>Thyroglossal Duct Cyst</b>."
,,,,ENT,Surgery,"A 28-year-old woman presents with a painless mass in the submandibular region. Excision reveals a well-circumscribed lesion. Histopathology shows tooth-like reticular tissue with cystic spaces filled with ""motor oil-like"" fluid. Diagnosis?",Mucoepidermoid tumour,Pleomorphic adenoma,Ameloblastoma,Ameloblastic cystic tumor,None of them,C,"Ameloblastoma is a common odontogenic tumor. It presents as a painless mass, often multilocular cystic spaces containing ""motor oil"" fluid, and histology resembles tooth-forming tissues (reticular)."
,,,,ENT,Surgery,"A 35-year-old woman presents with intermittent dizziness, a sense of fullness in the left ear, tinnitus, and unilateral hearing loss. On examination, she has right-beating horizontal nystagmus. Which of the following is the underlying pathology?",Increased pressure and volume of endolymph in the left ear,Increased volume of perilymph in the left ear,Increased volume of endolymph in the light ear,Increased volume and pressure of perilymph in right ear,Increased pressure of perilymph in the left ear,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Ménière's Disease</b> (Endolymphatic Hydrops) is caused by the accumulation of excess <b>Endolymph</b> (increased pressure and volume) in the inner ear. The classic tetrad is Vertigo, Tinnitus, Hearing Loss, and Aural Fullness. The nystagmus beats <i>away</i> from the affected ear (Right beating = Left ear pathology) due to hypoactivity on the diseased side.<br><br><b>Option B:</b> Perilymph fistula is a different entity; Ménière's is strictly an endolymphatic problem."
,,,,ENT,Surgery,A 6-year-old presents with hearing difficulty and recurrent ear pain. Otoscopic exam shows a retracted tympanic membrane with decreased mobility and a dull appearance; there is conductive hearing loss on audiometry. Which of the following is the most likely underlying cause?,Otosclerosis of the ossicles,Chronic suppurative otitis media with perforation,Eustachian tube dysfunction causing negative middle-ear pressure,Labyrinthitis,Sensorineural hearing loss from congenital malformation,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 This is **Otitis Media with Effusion** (Glue Ear) caused by **Eustachian Tube Dysfunction**. Failure of the tube to ventilate the middle ear leads to the absorption of air, creating **Negative Pressure**. This causes the Tympanic Membrane to retract and reduces its mobility, leading to conductive hearing loss.
 
 <b>Option A:</b> Otosclerosis is a disease of adults (bone remodeling).
 
 <b>Option B:</b> Perforation would be visible (hole), not just retracted."
,,,,ENT,Surgery,"A child previously having TB comes to you with the complain of fever and cough along with noisy breathing and difficulty in swallowing, now diagnosed as retropharyngeal Abscess, which structure it will invade first?",Pre cervical fascia,Prevertebral fascia,Carotid sheath,Buccopharyngeal fascia,Pre Tracheal Fascia,B,
,,,,ENT,Surgery,A child was brought to hospital with epistaxis. Examination and imaging revealed a fleshy mass extending from sphenopalatine foramen to left infratemporal fossa. What is most likely diagnosis?,Antrochoanal polyp,Inverted papilloma,Juvenile nasopharyngeal angiofibroma,Adenoids,Hemangioma,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br><b>Juvenile Nasopharyngeal Angiofibroma (JNA)</b> is a highly vascular, benign tumor that occurs almost exclusively in <b>Adolescent Males</b>. It classically arises near the <b>Sphenopalatine Foramen</b> and extends into the pterygopalatine/infratemporal fossa, causing severe <b>Epistaxis</b>.<br><br><b>Option A:</b> Antrochoanal polyps arise from the maxillary sinus and extend into the nasopharynx but are less vascular/destructive."
,,,,ENT,Surgery,A midline neck swelling in a child diagnosed as case of Thyroglossal duct cyst this cyst is remnant of which of the following embryological structure,Second pharyngeal pouch,Thyroid diverticulum,Bronchial cyst,Foramen cecum,None of them,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Thyroglossal Duct</b> is the tract left by the descent of the <b>Thyroid Diverticulum</b> from the foramen cecum at the base of the tongue to the neck. A cyst forms from its remnant."
,,,,ENT,Surgery,"A patient presents in ENT OPD with right conductive hearing loss, he also complain of similar condition 3 year back during that time he has severe right ear pain which was settled by itself after tympanic membrane rupture, now he presents again with right conductive hearing loss",Cholesteatoma,Otosclerosis,Tympanosclerosis,Meniere's disease,Inactive chronic suppurative otitis media,E,"<span style=""color: #2e7d32""><b>Option E Correct</b></span><br>A history of ear pain relieved by rupture (discharge) followed by hearing loss suggests sequelae of otitis media. A permanent perforation or ossicular damage without active infection describes <b>Inactive Chronic Suppurative Otitis Media (CSOM)</b>."
,,,,ENT,Surgery,A patient presents with a parotid gland swelling. The majority of salivary gland tumors are located in which gland?,Parotid gland – 85% benign tumors,Submandibular gland tumors involve facial nerve,Sublingual gland most common malignancy,Submandibular gland 80% benign,None of them,A,"Parotid gland accounts for ~85% of all salivary gland tumors, most of which are benign (e.g., pleomorphic adenoma)."
,,,,ENT,Surgery,"A young male patient has unilateral submandibular swelling that is associated with pain, usually felt after eating or upon anticipation of food. What is the most likely diagnosis?",Sialadenitis,Sialolithiasis,Ludwig angina,Mumps,Pleomorphic adenoma,B,The characteristic symptom of a salivary gland stone (Sialolithiasis) is the episodic swelling and pain as saliva production is stimulated but blocked by the stone.
,,,,ENT,Surgery,Mother noticed swelling below hyoid bone in child first presented when he was 3 year old since than it is increasing it is,Accessory thymic tissue,Thyroglossal cyst,Hyoid cyst,Accessory thyroid tissue,None of them,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>A midline neck swelling below the hyoid bone in a child is classically a <b>Thyroglossal Duct Cyst</b>. It moves with swallowing and tongue protrusion."
,,,,ENT,Surgery,"Patient presents with swelling at preauricular region, well-circumscribed and mobile. Likely diagnosis?",Pleomorphic adenoma,Warthin tumor,Parotitis,Malignancy,None of them,A,"Pleomorphic adenoma is the most common benign tumor of the parotid gland (preauricular swelling). Mobile, firm, slow-growing."
,,,,ENT,Surgery,"A patient has odynophagia, high-grade fever, leukocytosis (TLC 15,000), and a muffled ""hot-potato"" voice. What is the most likely diagnosis?",Gastric ulcer,Acute epiglottitis,Peritonsillar abscess,Retropharyngeal abscess,,C,SK-22
,,,,ENT,Surgery,During mastoid antrum surgery an ENT surgeon encounters profuse bleeding from the posterior wall of the antrum. What is the most likely source of the hemorrhage?,Inferior petrosal sinus,Sigmoid sinus,Superior petrosal sinus,Maxillary sinus,,B,SK-22
,,,,Hematology,Medicine,"21 Year old boy diagnosed with leukemia he has to undergo bone marrow biopsy, for which bone marrow is taken from which of following?",Sternum,Femur,Sacrum,Tibia,Clavicle,A,
,,,,Hematology,Medicine,"A 16-year-old girl presents with HMB. Labs show severe anemia with Hb of 4g/dl, MCV= 68 and MCH= 18. What is the most likely diagnosis?",Thalassemia,IDA,Folic acid deficiency,Hemolytic anemia,None of them,B,
,,,,Hematology,Medicine,"A 18-year-old woman presents with a history of bruising, menorrhagia and prolonged bleeding after minor injuries. Her bleeding time is prolonged and platelets are normal and there is a positive family history of similar bleeding episodes. Which of the following is the most likely diagnosis?",Hemophilia A,Hemophilia B,Bernard-Soulier syndrome,Factor V Leiden mutation,von Willebrand disease,E,"vWD causes a defect in platelet adhesion due to decreased or defective vWF. Prolonged bleeding time, normal platelet count. Autosomal dominant. Most common inherited bleeding disorder."
,,,,Hematology,Medicine,A 26-year-old patient presents with jaundice. Lab tests reveal hyperbilirubinemia and decreased serum haptoglobin. Which of the following is your diagnosis?,Crigler-Nijjar syndrome,Rotor syndrome,Hereditary spherocytosis,Gilbert syndrome,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 The key finding here is **Decreased Serum Haptoglobin**, which is a specific marker for **Hemolysis** (haptoglobin binds free hemoglobin). Hereditary Spherocytosis is a cause of hemolytic anemia, leading to unconjugated hyperbilirubinemia (jaundice) and low haptoglobin.
 
 <b>Option D:</b> Gilbert syndrome causes unconjugated hyperbilirubinemia due to a conjugation defect (decreased UDP-GT activity), but it is *not* a hemolytic disorder, so haptoglobin levels are typically normal. [Note: The user key said D, but ""Decreased Haptoglobin"" clinically confirms hemolysis, making C the medically correct answer].
 
 <b>Option A, B:</b> These are non-hemolytic conjugation/excretion defects."
,,,,Hematology,Medicine,"A 30-year-old woman presents with fatigue, SOB and pallor. Her lab results confirm iron deficiency anemia. Which of the following best describes her diagnosis?","Transferrin saturation increased, ferritin increased, TIBC decreased","Transferrin saturation decreased, TIBC increased, ferritin decreased","Transferrin saturation normal, ferritin increased, TIBC increased","Transferrin saturation decreased, ferritin normal, TIBC decreased","Transferrin saturation increased, TIBC normal, ferritin decreased",B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>Iron Deficiency Anemia</b> profile:<br>1. <b>Ferritin Decreased</b> (Low stores).<br>2. <b>TIBC Increased</b> (Liver pumps out transferrin to catch more iron).<br>3. <b>Transferrin Saturation Decreased</b> (Lots of transferrin, little iron)."
,,,,Hematology,Medicine,"A 30y old male patient presents with joint pain and generalized weakness, on Lab investigation HB=9g/dl, MCV=68, , and ferritin was 800 which of the following is the cause of his condition?",Anemia of chronic disease,Iron deficiency anemia,Sideroblastic anemia,Thalassemia,None of them,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>Microcytic Anemia (MCV 68) with <b>High Ferritin (800)</b> suggests iron sequestration due to inflammation. This fits <b>Anemia of Chronic Disease</b> (ACD), likely secondary to a chronic inflammatory condition causing his joint pain (e.g., RA)."
,,,,Hematology,Medicine,A 32-year-old man presents with epistaxis and telangiectasias on the lips and oral mucosa. His father also had recurrent nosebleeds. Which of the following is the most likely diagnosis?,Osler-Weber-Rendu syndrome,Von Willebrand disease,Hemophilia A,Bernard-Soulier syndrome,Hereditary spherocytosis,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Osler-Weber-Rendu Syndrome</b> (Hereditary Hemorrhagic Telangiectasia) is an autosomal dominant disorder characterized by the triad of:<br>1. <b>Recurrent Epistaxis</b> (nosebleeds).<br>2. <b>Telangiectasias</b> (on lips/mucosa).<br>3. Family history.<br><br><b>Option B:</b> vWD presents with mucosal bleeding but not telangiectasias."
,,,,Hematology,Medicine,A 35-year-old woman presents with anemia and splenomegaly. Blood smear shows spherocytes. What is the most likely diagnosis?,Hereditary spherocytosis,Autoimmune hemolytic anemia,Sickle cell anemia,Thalassemia major,G6PD deficiency,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Hereditary Spherocytosis</b> is the classic cause of hemolytic anemia with <b>Spherocytes</b> (RBCs lacking central pallor) and splenomegaly. (Note: Warm AIHA can also show spherocytes but HS is the prototypical answer)."
,,,,Hematology,Medicine,"A 38-year old female patient present with history of recurrent miscarriages and a recent DVT is diagnosed with Antiphospholipid syndrome, which of the following is long term anticoagulant for this patient?",Aspirin,Warfarin,Heparin,Apixaban,None of them,B,
,,,,Hematology,Medicine,"A 44-year-old man presents with jaundice. Labs show elevated total bilirubin, but AST, ALT, ALP, and GGT are normal. Hemoglobin is 8.5 g/dL, reticulocyte count is increased, and peripheral smear shows spherocytes. Which of the following is the most likely diagnosis?",Hepatocellular jaundice,Obstructive jaundice,Pre-hepatic jaundice,Dubin-Johnson syndrome,Rotor syndrome,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br><b>Pre-hepatic Jaundice</b> is caused by hemolysis (breakdown of RBCs). The findings of <b>Anemia, Spherocytes, and High Reticulocytes</b> confirm hemolysis. The liver enzymes (AST/ALT) are normal because the liver itself is not damaged; it is just overwhelmed by bilirubin.<br><br><b>Option B:</b> Obstructive jaundice would show elevated ALP and GGT."
,,,,Hematology,Medicine,"A 65-year-old woman presents with fatigue, pallor, and glossitis. Laboratory tests reveal macrocytic anemia. Which of the following is the most likely cause?",Iron deficiency,Biotin deficiency,Vitamin B12 deficiency,Anemia of chronic disease,Sideroblastic anemia,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br><b>Vitamin B12 Deficiency</b> causes <b>Megaloblastic (Macrocytic) Anemia</b>. A classic clinical sign is <b>Glossitis</b> (beefy red, smooth tongue) due to mucosal atrophy.<br><br><b>Option A:</b> Iron deficiency causes <i>Microcytic</i> anemia."
,,,,Hematology,Medicine,"A child was presented to the hospital. His mother told about previous throat infection for which he was given a syrup containing sulfonamides. Now his lab findings show increased bilirubin, Heinz bodies and hemolysis. What deficiency could be the cause of his disease?",Pyruvate kinase deficiency,G6PD deficiency,Glutathione peroxidase deficiency,Alpha-glucosidase deficiency,Lactase deficiency,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>G6PD Deficiency</b> leaves RBCs vulnerable to oxidative stress. Sulfa drugs (Sulfonamides) are classic oxidizing triggers. This causes hemoglobin to precipitate as <b>Heinz Bodies</b>, leading to acute hemolysis and jaundice.<br><br><b>Option A:</b> Pyruvate Kinase deficiency causes chronic hemolysis, not typically triggered acutely by sulfa drugs."
,,,,Hematology,Medicine,A deficiency in von Willebrand Factor primarily leads to which type of hemostatic defect?,Coagulation factor deficiency,Platelet adhesion defect,Fibrinolysis enhancement,Defective platelet aggregation,None of them,B,"von Willebrand Factor acts as a crucial bridge between subendothelial collagen and the platelet GpIb receptor, facilitating platelet adhesion to the damaged vessel wall."
,,,,Hematology,Medicine,"A lady with pallor and weakness. She is having low Hb 8.4g/dl, MCV low a dn pencil cells with occasional target cells seen on peripheral smear. Which investigation to confirm the diagnosis?",Ferritin,Hb Electrophoresis,TIBC,Serum iron,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>User Note:</b> ""Pencil Cells"" are classic for Iron Deficiency (Best test: Ferritin). ""Target Cells"" and low MCV are seen in Thalassemia. Given the Key is <b>B (Hb Electrophoresis)</b>, the question implies a diagnosis of <b>Thalassemia Trait</b> (where Pencil and Target cells can coexist, though Target is dominant)."
